idx,label
456,9
457,2
458,5
459,0
460,4
461,3
462,6
463,6
464,0
465,2
466,5
467,6
468,7
469,8
470,5
471,9
472,7
473,5
474,6
475,1
476,5
477,3
478,7
479,8
480,8
481,1
482,1
483,3
484,2
485,3
486,8
487,5
488,2
489,9
490,2
491,9
492,1
493,2
494,9
495,2
496,6
497,4
498,1
499,0
500,7
501,1
502,7
503,0
504,3
505,0
506,3
507,0
508,7
509,5
510,2
511,0
512,7
513,0
514,1
515,7
516,0
517,4
518,7
519,6
520,8
521,2
522,0
523,4
524,5
525,7
526,4
527,1
528,8
529,8
530,8
531,8
532,0
533,4
534,1
535,7
536,8
537,9
538,3
539,6
540,1
541,2
542,2
543,1
544,2
545,8
546,9
547,2
548,7
549,4
550,4
551,3
552,1
553,6
554,8
555,1
556,2
557,1
558,8
559,7
560,2
561,8
562,0
563,7
564,7
565,1
566,5
567,0
568,8
569,1
570,8
571,7
572,6
573,6
574,0
575,5
576,5
577,7
578,2
579,1
580,0
581,4
582,3
583,1
584,7
585,1
586,8
587,0
588,0
589,6
590,3
591,6
592,2
593,1
594,5
595,9
596,9
597,5
598,9
599,8
600,3
601,2
602,7
603,0
604,6
605,1
606,3
607,9
608,6
609,1
610,5
611,4
612,9
613,8
614,1
615,9
616,8
617,5
618,8
619,0
620,1
621,7
622,2
623,7
624,7
625,2
626,1
627,1
628,8
629,2
630,3
631,4
632,2
633,8
634,2
635,9
636,9
637,0
638,7
639,9
640,4
641,0
642,8
643,2
644,0
645,2
646,1
647,0
648,6
649,9
650,4
651,3
652,5
653,4
654,8
655,6
656,4
657,8
658,8
659,6
660,9
661,8
662,5
663,3
664,4
665,2
666,2
667,8
668,1
669,0
670,7
671,1
672,5
673,6
674,0
675,9
676,9
677,9
678,7
679,9
680,5
681,1
682,5
683,3
684,3
685,1
686,8
687,0
688,6
689,6
690,2
691,2
692,2
693,0
694,5
695,8
696,8
697,8
698,5
699,2
700,2
701,0
702,5
703,0
704,6
705,3
706,0
707,3
708,0
709,2
710,8
711,1
712,7
713,0
714,5
715,2
716,2
717,1
718,5
719,0
720,2
721,5
722,5
723,6
724,1
725,9
726,8
727,6
728,0
729,7
730,6
731,9
732,2
733,6
734,2
735,7
736,4
737,9
738,8
739,2
740,9
741,7
742,6
743,8
744,3
745,4
746,2
747,9
748,9
749,2
750,9
751,1
752,8
753,2
754,1
755,6
756,9
757,2
758,2
759,1
760,2
761,6
762,4
763,9
764,8
765,1
766,9
767,6
768,5
769,3
770,2
771,4
772,1
773,5
774,6
775,4
776,4
777,8
778,9
779,1
780,0
781,9
782,7
783,4
784,1
785,1
786,5
787,5
788,5
789,7
790,0
791,9
792,8
793,9
794,2
795,6
796,1
797,5
798,7
799,5
800,0
801,4
802,7
803,9
804,1
805,9
806,0
807,1
808,3
809,4
810,9
811,1
812,4
813,7
814,3
815,7
816,4
817,3
818,4
819,1
820,9
821,5
822,9
823,0
824,6
825,7
826,9
827,9
828,6
829,5
830,3
831,8
832,3
833,5
834,5
835,6
836,4
837,4
838,5
839,3
840,3
841,0
842,3
843,5
844,2
845,6
846,4
847,4
848,1
849,1
850,4
851,9
852,4
853,1
854,4
855,1
856,7
857,1
858,5
859,6
860,8
861,9
862,5
863,2
864,5
865,7
866,8
867,6
868,8
869,3
870,4
871,8
872,7
873,8
874,4
875,2
876,2
877,3
878,5
879,6
880,8
881,0
882,2
883,0
884,3
885,2
886,9
887,3
888,7
889,0
890,2
891,2
892,5
893,5
894,3
895,8
896,8
897,0
898,4
899,0
900,9
901,4
902,9
903,3
904,5
905,9
906,6
907,7
908,3
909,0
910,3
911,0
912,4
913,5
914,4
915,1
916,9
917,4
918,5
919,1
920,0
921,0
922,5
923,2
924,7
925,8
926,7
927,2
928,8
929,6
930,9
931,5
932,3
933,3
934,3
935,9
936,0
937,2
938,0
939,0
940,9
941,7
942,2
943,3
944,1
945,3
946,3
947,9
948,0
949,2
950,3
951,0
952,7
953,7
954,2
955,4
956,5
957,7
958,3
959,4
960,0
961,5
962,7
963,9
964,9
965,9
966,8
967,7
968,7
969,9
970,3
971,7
972,8
973,9
974,9
975,7
976,5
977,8
978,7
979,0
980,6
981,7
982,9
983,8
984,8
985,4
986,0
987,8
988,9
989,0
990,6
991,8
992,8
993,1
994,8
995,7
996,7
997,0
998,0
999,4
1000,5
1001,4
1002,0
1003,4
1004,5
1005,2
1006,6
1007,2
1008,0
1009,0
1010,5
1011,1
1012,7
1013,6
1014,4
1015,3
1016,7
1017,0
1018,7
1019,5
1020,2
1021,5
1022,0
1023,8
1024,1
1025,7
1026,3
1027,4
1028,0
1029,0
1030,9
1031,2
1032,3
1033,3
1034,6
1035,2
1036,0
1037,6
1038,5
1039,3
1040,7
1041,6
1042,4
1043,0
1044,1
1045,5
1046,3
1047,9
1048,7
1049,5
1050,1
1051,7
1052,8
1053,3
1054,4
1055,2
1056,8
1057,7
1058,7
1059,3
1060,4
1061,5
1062,9
1063,1
1064,0
1065,7
1066,4
1067,7
1068,2
1069,0
1070,1
1071,8
1072,8
1073,5
1074,5
1075,2
1076,5
1077,2
1078,7
1079,4
1080,1
1081,4
1082,4
1083,9
1084,1
1085,7
1086,9
1087,7
1088,0
1089,0
1090,2
1091,8
1092,2
1093,9
1094,3
1095,2
1096,6
1097,2
1098,1
1099,8
1100,5
1101,4
1102,2
1103,0
1104,6
1105,3
1106,1
1107,3
1108,3
1109,5
1110,2
1111,8
1112,4
1113,0
1114,7
1115,7
1116,8
1117,5
1118,9
1119,0
1120,7
1121,9
1122,2
1123,4
1124,6
1125,4
1126,1
1127,8
1128,0
1129,5
1130,7
1131,9
1132,4
1133,7
1134,7
1135,7
1136,7
1137,6
1138,0
1139,1
1140,3
1141,3
1142,0
1143,3
1144,8
1145,0
1146,7
1147,9
1148,4
1149,4
1150,8
1151,3
1152,3
1153,6
1154,4
1155,8
1156,4
1157,2
1158,2
1159,0
1160,7
1161,4
1162,1
1163,8
1164,7
1165,6
1166,4
1167,3
1168,1
1169,8
1170,1
1171,0
1172,5
1173,8
1174,9
1175,2
1176,5
1177,6
1178,5
1179,3
1180,2
1181,2
1182,3
1183,8
1184,3
1185,8
1186,0
1187,9
1188,4
1189,2
1190,7
1191,7
1192,5
1193,0
1194,2
1195,4
1196,9
1197,7
1198,0
1199,6
1200,0
1201,6
1202,2
1203,9
1204,4
1205,0
1206,2
1207,8
1208,5
1209,7
1210,3
1211,2
1212,7
1213,0
1214,6
1215,1
1216,4
1217,4
1218,1
1219,4
1220,2
1221,2
1222,6
1223,5
1224,9
1225,6
1226,2
1227,5
1228,7
1229,2
1230,8
1231,6
1232,5
1233,1
1234,2
1235,5
1236,3
1237,9
1238,5
1239,1
1240,3
1241,3
1242,2
1243,0
1244,2
1245,4
1246,3
1247,0
1248,6
1249,9
1250,3
1251,2
1252,2
1253,4
1254,1
1255,5
1256,0
1257,0
1258,8
1259,9
1260,5
1261,4
1262,8
1263,2
1264,0
1265,3
1266,0
1267,6
1268,3
1269,0
1270,8
1271,8
1272,3
1273,8
1274,4
1275,6
1276,4
1277,2
1278,9
1279,6
1280,6
1281,2
1282,6
1283,3
1284,3
1285,3
1286,8
1287,8
1288,4
1289,5
1290,0
1291,4
1292,1
1293,2
1294,3
1295,3
1296,9
1297,1
1298,6
1299,3
1300,3
1301,1
1302,6
1303,8
1304,3
1305,3
1306,3
1307,2
1308,8
1309,7
1310,1
1311,8
1312,9
1313,9
1314,7
1315,5
1316,3
1317,2
1318,9
1319,4
1320,3
1321,5
1322,6
1323,0
1324,8
1325,3
1326,4
1327,6
1328,0
1329,7
1330,1
1331,6
1332,1
1333,9
1334,1
1335,5
1336,9
1337,3
1338,7
1339,8
1340,6
1341,1
1342,4
1343,6
1344,8
1345,1
1346,6
1347,3
1348,1
1349,3
1350,8
1351,5
1352,2
1353,6
1354,1
1355,9
1356,9
1357,9
1358,1
1359,7
1360,7
1361,7
1362,3
1363,9
1364,7
1365,9
1366,6
1367,8
1368,8
1369,3
1370,1
1371,8
1372,1
1373,3
1374,3
1375,8
1376,1
1377,9
1378,3
1379,1
1380,0
1381,7
1382,2
1383,3
1384,5
1385,7
1386,6
1387,3
1388,0
1389,0
1390,1
1391,0
1392,0
1393,2
1394,0
1395,3
1396,8
1397,2
1398,7
1399,5
1400,2
1401,9
1402,6
1403,0
1404,4
1405,8
1406,8
1407,3
1408,3
1409,9
1410,3
1411,2
1412,7
1413,3
1414,1
1415,9
1416,3
1417,7
1418,5
1419,5
1420,4
1421,6
1422,4
1423,4
1424,5
1425,8
1426,8
1427,3
1428,6
1429,2
1430,8
1431,1
1432,1
1433,5
1434,8
1435,4
1436,5
1437,7
1438,5
1439,9
1440,9
1441,9
1442,7
1443,8
1444,4
1445,1
1446,6
1447,6
1448,1
1449,6
1450,4
1451,3
1452,9
1453,7
1454,5
1455,3
1456,0
1457,2
1458,6
1459,0
1460,2
1461,5
1462,7
1463,8
1464,2
1465,2
1466,6
1467,7
1468,9
1469,0
1470,6
1471,8
1472,0
1473,4
1474,7
1475,3
1476,6
1477,4
1478,7
1479,3
1480,6
1481,3
1482,7
1483,3
1484,6
1485,8
1486,5
1487,2
1488,8
1489,0
1490,3
1491,5
1492,5
1493,2
1494,0
1495,8
1496,3
1497,1
1498,0
1499,3
1500,9
1501,3
1502,0
1503,9
1504,4
1505,9
1506,9
1507,8
1508,6
1509,3
1510,7
1511,9
1512,1
1513,3
1514,3
1515,8
1516,3
1517,8
1518,1
1519,5
1520,9
1521,5
1522,0
1523,3
1524,9
1525,8
1526,7
1527,5
1528,9
1529,7
1530,4
1531,3
1532,7
1533,3
1534,8
1535,0
1536,9
1537,7
1538,9
1539,5
1540,5
1541,4
1542,2
1543,6
1544,4
1545,7
1546,8
1547,3
1548,3
1549,3
1550,1
1551,8
1552,2
1553,4
1554,4
1555,6
1556,5
1557,3
1558,2
1559,0
1560,0
1561,9
1562,5
1563,9
1564,0
1565,8
1566,4
1567,0
1568,2
1569,8
1570,1
1571,5
1572,6
1573,1
1574,8
1575,9
1576,0
1577,4
1578,2
1579,0
1580,5
1581,8
1582,6
1583,9
1584,2
1585,0
1586,0
1587,2
1588,3
1589,0
1590,9
1591,3
1592,9
1593,9
1594,3
1595,1
1596,9
1597,9
1598,3
1599,5
1600,9
1601,2
1602,8
1603,1
1604,6
1605,4
1606,1
1607,0
1608,7
1609,0
1610,9
1611,1
1612,2
1613,5
1614,8
1615,1
1616,3
1617,1
1618,8
1619,8
1620,4
1621,0
1622,1
1623,0
1624,9
1625,1
1626,5
1627,1
1628,2
1629,9
1630,2
1631,5
1632,7
1633,6
1634,2
1635,0
1636,7
1637,7
1638,7
1639,7
1640,2
1641,0
1642,3
1643,3
1644,4
1645,0
1646,5
1647,5
1648,9
1649,7
1650,9
1651,6
1652,4
1653,0
1654,9
1655,9
1656,0
1657,2
1658,5
1659,1
1660,9
1661,7
1662,1
1663,9
1664,0
1665,5
1666,1
1667,8
1668,5
1669,6
1670,4
1671,5
1672,2
1673,0
1674,5
1675,6
1676,0
1677,1
1678,9
1679,4
1680,1
1681,0
1682,7
1683,0
1684,3
1685,7
1686,7
1687,1
1688,4
1689,2
1690,9
1691,0
1692,2
1693,6
1694,4
1695,7
1696,6
1697,1
1698,7
1699,5
1700,8
1701,5
1702,4
1703,0
1704,8
1705,0
1706,1
1707,8
1708,8
1709,0
1710,9
1711,6
1712,1
1713,0
1714,3
1715,3
1716,5
1717,5
1718,7
1719,8
1720,3
1721,7
1722,6
1723,7
1724,1
1725,4
1726,0
1727,5
1728,5
1729,7
1730,0
1731,1
1732,4
1733,1
1734,3
1735,6
1736,1
1737,4
1738,6
1739,1
1740,7
1741,9
1742,4
1743,8
1744,9
1745,4
1746,2
1747,9
1748,1
1749,6
1750,0
1751,1
1752,4
1753,3
1754,2
1755,8
1756,2
1757,9
1758,1
1759,3
1760,8
1761,4
1762,9
1763,6
1764,1
1765,9
1766,5
1767,5
1768,2
1769,4
1770,5
1771,8
1772,9
1773,8
1774,0
1775,1
1776,7
1777,1
1778,2
1779,5
1780,2
1781,9
1782,2
1783,2
1784,3
1785,3
1786,2
1787,7
1788,1
1789,2
1790,5
1791,0
1792,8
1793,6
1794,5
1795,0
1796,6
1797,2
1798,7
1799,8
1800,2
1801,6
1802,5
1803,3
1804,3
1805,0
1806,7
1807,6
1808,3
1809,1
1810,8
1811,4
1812,8
1813,9
1814,5
1815,9
1816,8
1817,6
1818,1
1819,3
1820,9
1821,3
1822,7
1823,6
1824,7
1825,8
1826,0
1827,3
1828,6
1829,9
1830,5
1831,0
1832,6
1833,6
1834,8
1835,2
1836,6
1837,6
1838,1
1839,7
1840,6
1841,8
1842,1
1843,8
1844,9
1845,5
1846,3
1847,2
1848,0
1849,2
1850,4
1851,1
1852,6
1853,9
1854,4
1855,7
1856,0
1857,7
1858,7
1859,1
1860,5
1861,6
1862,2
1863,2
1864,0
1865,8
1866,1
1867,6
1868,3
1869,3
1870,0
1871,7
1872,9
1873,9
1874,2
1875,0
1876,5
1877,5
1878,2
1879,2
1880,1
1881,0
1882,8
1883,3
1884,8
1885,2
1886,6
1887,7
1888,6
1889,7
1890,5
1891,4
1892,7
1893,0
1894,5
1895,8
1896,2
1897,2
1898,7
1899,8
1900,0
1901,1
1902,5
1903,0
1904,8
1905,2
1906,4
1907,6
1908,7
1909,1
1910,6
1911,3
1912,4
1913,0
1914,3
1915,0
1916,9
1917,2
1918,4
1919,3
1920,5
1921,1
1922,5
1923,8
1924,2
1925,8
1926,3
1927,7
1928,1
1929,6
1930,1
1931,8
1932,2
1933,9
1934,6
1935,8
1936,7
1937,7
1938,8
1939,9
1940,3
1941,6
1942,4
1943,7
1944,1
1945,5
1946,5
1947,4
1948,8
1949,1
1950,6
1951,2
1952,7
1953,8
1954,7
1955,8
1956,7
1957,0
1958,7
1959,4
1960,3
1961,0
1962,0
1963,6
1964,7
1965,7
1966,0
1967,7
1968,0
1969,9
1970,7
1971,8
1972,7
1973,5
1974,6
1975,7
1976,0
1977,6
1978,4
1979,3
1980,1
1981,4
1982,6
1983,6
1984,6
1985,4
1986,1
1987,0
1988,8
1989,7
1990,3
1991,8
1992,8
1993,6
1994,3
1995,5
1996,9
1997,9
1998,3
1999,7
2000,8
2001,3
2002,2
2003,4
2004,6
2005,2
2006,3
2007,9
2008,2
2009,0
2010,1
2011,9
2012,4
2013,3
2014,6
2015,8
2016,9
2017,5
2018,7
2019,6
2020,3
2021,2
2022,0
2023,5
2024,4
2025,4
2026,6
2027,3
2028,6
2029,1
2030,4
2031,2
2032,3
2033,8
2034,1
2035,7
2036,6
2037,6
2038,6
2039,9
2040,0
2041,4
2042,7
2043,4
2044,9
2045,1
2046,2
2047,0
2048,6
2049,7
2050,6
2051,7
2052,7
2053,6
2054,6
2055,4
2056,9
2057,1
2058,8
2059,4
2060,0
2061,6
2062,9
2063,4
2064,9
2065,8
2066,8
2067,3
2068,4
2069,1
2070,4
2071,4
2072,2
2073,6
2074,8
2075,1
2076,0
2077,6
2078,3
2079,9
2080,0
2081,4
2082,8
2083,5
2084,1
2085,8
2086,4
2087,3
2088,7
2089,0
2090,3
2091,3
2092,4
2093,1
2094,8
2095,9
2096,8
2097,7
2098,2
2099,2
2100,0
2101,4
2102,3
2103,0
2104,7
2105,8
2106,8
2107,6
2108,8
2109,4
2110,5
2111,3
2112,5
2113,1
2114,9
2115,7
2116,9
2117,5
2118,7
2119,5
2120,4
2121,4
2122,4
2123,9
2124,1
2125,3
2126,4
2127,2
2128,8
2129,6
2130,0
2131,5
2132,0
2133,1
2134,9
2135,6
2136,6
2137,9
2138,2
2139,1
2140,6
2141,6
2142,0
2143,3
2144,7
2145,2
2146,0
2147,8
2148,2
2149,4
2150,1
2151,5
2152,3
2153,0
2154,6
2155,2
2156,7
2157,5
2158,5
2159,9
2160,0
2161,3
2162,4
2163,5
2164,9
2165,8
2166,1
2167,2
2168,6
2169,8
2170,3
2171,2
2172,3
2173,6
2174,0
2175,6
2176,5
2177,2
2178,0
2179,1
2180,2
2181,4
2182,4
2183,4
2184,1
2185,5
2186,2
2187,9
2188,6
2189,9
2190,1
2191,8
2192,1
2193,5
2194,5
2195,0
2196,5
2197,8
2198,5
2199,3
2200,1
2201,2
2202,6
2203,2
2204,6
2205,2
2206,9
2207,1
2208,8
2209,8
2210,2
2211,8
2212,2
2213,6
2214,7
2215,5
2216,1
2217,1
2218,1
2219,6
2220,2
2221,5
2222,1
2223,7
2224,1
2225,1
2226,1
2227,3
2228,5
2229,2
2230,7
2231,4
2232,4
2233,3
2234,9
2235,0
2236,4
2237,3
2238,8
2239,0
2240,9
2241,4
2242,8
2243,6
2244,9
2245,1
2246,1
2247,6
2248,3
2249,5
2250,0
2251,2
2252,4
2253,9
2254,9
2255,1
2256,7
2257,9
2258,4
2259,3
2260,5
2261,1
2262,4
2263,9
2264,0
2265,9
2266,4
2267,3
2268,4
2269,5
2270,4
2271,4
2272,2
2273,1
2274,0
2275,3
2276,8
2277,5
2278,2
2279,3
2280,6
2281,6
2282,4
2283,5
2284,6
2285,8
2286,1
2287,0
2288,7
2289,4
2290,8
2291,7
2292,1
2293,3
2294,9
2295,0
2296,3
2297,4
2298,2
2299,2
2300,9
2301,2
2302,3
2303,6
2304,4
2305,9
2306,7
2307,6
2308,9
2309,6
2310,7
2311,1
2312,3
2313,7
2314,8
2315,0
2316,0
2317,4
2318,8
2319,8
2320,2
2321,5
2322,5
2323,4
2324,4
2325,0
2326,1
2327,6
2328,7
2329,1
2330,6
2331,9
2332,3
2333,0
2334,3
2335,9
2336,1
2337,6
2338,5
2339,6
2340,7
2341,3
2342,6
2343,3
2344,2
2345,1
2346,7
2347,3
2348,2
2349,5
2350,3
2351,6
2352,1
2353,8
2354,6
2355,3
2356,5
2357,0
2358,4
2359,9
2360,8
2361,7
2362,3
2363,1
2364,6
2365,8
2366,5
2367,4
2368,9
2369,5
2370,4
2371,7
2372,5
2373,3
2374,9
2375,8
2376,1
2377,1
2378,1
2379,7
2380,0
2381,8
2382,8
2383,2
2384,3
2385,7
2386,1
2387,4
2388,1
2389,5
2390,8
2391,8
2392,7
2393,5
2394,5
2395,6
2396,4
2397,9
2398,9
2399,9
2400,2
2401,0
2402,6
2403,9
2404,0
2405,4
2406,9
2407,3
2408,0
2409,6
2410,2
2411,6
2412,0
2413,4
2414,0
2415,9
2416,7
2417,3
2418,5
2419,9
2420,9
2421,2
2422,8
2423,4
2424,9
2425,0
2426,1
2427,6
2428,2
2429,6
2430,9
2431,6
2432,2
2433,2
2434,7
2435,2
2436,5
2437,1
2438,1
2439,8
2440,7
2441,1
2442,6
2443,9
2444,6
2445,0
2446,4
2447,0
2448,4
2449,7
2450,7
2451,0
2452,8
2453,4
2454,8
2455,0
2456,9
2457,1
2458,6
2459,1
2460,6
2461,4
2462,3
2463,7
2464,9
2465,7
2466,9
2467,0
2468,3
2469,2
2470,1
2471,3
2472,0
2473,7
2474,0
2475,0
2476,5
2477,0
2478,6
2479,3
2480,5
2481,2
2482,2
2483,8
2484,0
2485,1
2486,6
2487,8
2488,6
2489,6
2490,4
2491,1
2492,4
2493,7
2494,8
2495,4
2496,7
2497,0
2498,4
2499,7
2500,1
2501,5
2502,0
2503,6
2504,1
2505,0
2506,6
2507,8
2508,8
2509,8
2510,0
2511,6
2512,4
2513,5
2514,0
2515,8
2516,3
2517,0
2518,2
2519,0
2520,4
2521,7
2522,7
2523,2
2524,3
2525,0
2526,1
2527,5
2528,9
2529,8
2530,5
2531,2
2532,2
2533,4
2534,9
2535,5
2536,1
2537,5
2538,0
2539,7
2540,0
2541,0
2542,2
2543,5
2544,7
2545,0
2546,9
2547,3
2548,8
2549,2
2550,1
2551,6
2552,7
2553,3
2554,1
2555,5
2556,5
2557,1
2558,6
2559,8
2560,3
2561,8
2562,6
2563,5
2564,6
2565,0
2566,4
2567,5
2568,0
2569,8
2570,5
2571,1
2572,0
2573,6
2574,0
2575,6
2576,2
2577,5
2578,7
2579,2
2580,6
2581,2
2582,9
2583,5
2584,3
2585,4
2586,2
2587,3
2588,2
2589,7
2590,9
2591,4
2592,1
2593,1
2594,5
2595,2
2596,6
2597,7
2598,6
2599,7
2600,1
2601,4
2602,9
2603,2
2604,7
2605,7
2606,9
2607,3
2608,2
2609,9
2610,3
2611,6
2612,7
2613,2
2614,9
2615,0
2616,6
2617,1
2618,6
2619,8
2620,2
2621,7
2622,4
2623,0
2624,4
2625,6
2626,2
2627,2
2628,9
2629,4
2630,1
2631,1
2632,3
2633,5
2634,5
2635,5
2636,7
2637,6
2638,0
2639,8
2640,6
2641,8
2642,7
2643,8
2644,2
2645,5
2646,0
2647,2
2648,2
2649,4
2650,3
2651,9
2652,3
2653,6
2654,7
2655,5
2656,5
2657,4
2658,2
2659,8
2660,0
2661,6
2662,7
2663,2
2664,3
2665,1
2666,9
2667,4
2668,6
2669,3
2670,2
2671,8
2672,8
2673,7
2674,0
2675,5
2676,4
2677,0
2678,1
2679,9
2680,4
2681,4
2682,6
2683,5
2684,8
2685,8
2686,1
2687,9
2688,3
2689,2
2690,9
2691,5
2692,5
2693,6
2694,1
2695,2
2696,0
2697,1
2698,7
2699,0
2700,6
2701,2
2702,6
2703,6
2704,1
2705,6
2706,1
2707,3
2708,8
2709,4
2710,8
2711,5
2712,2
2713,4
2714,1
2715,4
2716,2
2717,7
2718,2
2719,7
2720,0
2721,7
2722,5
2723,2
2724,3
2725,2
2726,8
2727,0
2728,8
2729,3
2730,9
2731,2
2732,8
2733,9
2734,6
2735,5
2736,4
2737,6
2738,5
2739,8
2740,0
2741,6
2742,5
2743,7
2744,9
2745,8
2746,1
2747,3
2748,8
2749,8
2750,2
2751,8
2752,0
2753,1
2754,1
2755,9
2756,2
2757,1
2758,4
2759,1
2760,6
2761,6
2762,6
2763,6
2764,7
2765,8
2766,6
2767,9
2768,3
2769,4
2770,2
2771,2
2772,3
2773,7
2774,4
2775,2
2776,2
2777,1
2778,6
2779,4
2780,7
2781,4
2782,9
2783,0
2784,5
2785,9
2786,5
2787,2
2788,9
2789,6
2790,6
2791,1
2792,6
2793,6
2794,9
2795,8
2796,4
2797,5
2798,9
2799,0
2800,0
2801,3
2802,5
2803,3
2804,6
2805,3
2806,1
2807,4
2808,4
2809,4
2810,8
2811,2
2812,3
2813,4
2814,3
2815,4
2816,8
2817,0
2818,5
2819,8
2820,7
2821,0
2822,8
2823,9
2824,8
2825,5
2826,7
2827,8
2828,0
2829,6
2830,2
2831,6
2832,9
2833,4
2834,9
2835,3
2836,8
2837,1
2838,2
2839,2
2840,2
2841,0
2842,5
2843,1
2844,1
2845,0
2846,1
2847,8
2848,5
2849,8
2850,7
2851,4
2852,6
2853,2
2854,8
2855,2
2856,8
2857,2
2858,7
2859,4
2860,3
2861,3
2862,3
2863,9
2864,9
2865,9
2866,8
2867,0
2868,4
2869,8
2870,4
2871,5
2872,0
2873,9
2874,0
2875,9
2876,4
2877,1
2878,2
2879,9
2880,0
2881,6
2882,2
2883,9
2884,9
2885,2
2886,1
2887,9
2888,3
2889,1
2890,0
2891,4
2892,3
2893,7
2894,7
2895,1
2896,1
2897,8
2898,7
2899,3
2900,0
2901,4
2902,4
2903,7
2904,3
2905,8
2906,8
2907,0
2908,4
2909,0
2910,5
2911,6
2912,3
2913,0
2914,6
2915,7
2916,7
2917,3
2918,2
2919,0
2920,6
2921,8
2922,9
2923,5
2924,1
2925,8
2926,2
2927,3
2928,0
2929,9
2930,4
2931,8
2932,9
2933,6
2934,3
2935,5
2936,6
2937,6
2938,2
2939,5
2940,9
2941,1
2942,9
2943,0
2944,9
2945,3
2946,1
2947,0
2948,0
2949,2
2950,5
2951,3
2952,2
2953,9
2954,5
2955,0
2956,5
2957,7
2958,7
2959,8
2960,5
2961,6
2962,1
2963,8
2964,7
2965,9
2966,6
2967,1
2968,5
2969,5
2970,0
2971,7
2972,0
2973,2
2974,6
2975,3
2976,7
2977,1
2978,7
2979,6
2980,9
2981,6
2982,2
2983,2
2984,3
2985,6
2986,0
2987,0
2988,0
2989,8
2990,4
2991,6
2992,3
2993,5
2994,2
2995,0
2996,5
2997,8
